bit_index,variance,variance_rank
813,0.009074464030487882,903
340,0.009057789238960483,904
1919,0.009053999433140126,905
1146,0.0090486936549194,906
1305,0.009041113870410289,907
1895,0.00903732393344839,908
1475,0.009031259972315164,909
1810,0.009015341711316814,910
387,0.008997906822210376,911
688,0.008995632659744334,912
729,0.008994116545472658,913
1471,0.008990326238930046,914
275,0.008989568174044935,915
1217,0.008987293972236427,916
1509,0.008976680888592093,917
1430,0.008972890444946957,918
904,0.008969858068571323,919
433,0.00896379325859465,920
1715,0.008950147157173313,921
1648,0.008950147157173313,922
936,0.008947872769382255,923
507,0.008947114637734177,924
1495,0.00891603021368235,925
844,0.00887963614631085,926
885,0.008878119667227246,927
93,0.00887736142589715,928
2028,0.008865987662882201,929
424,0.008854613631623187,930
1507,0.008841722738585701,931
39,0.008837931233886258,932
1168,0.00880835647432655,933
1622,0.008806839771110124,934
767,0.008795464344981966,935
572,0.008777263105229253,936
461,0.008763611724764687,937
1594,0.008763611724764687,938
1827,0.008756027457599175,939
976,0.008747684626018493,940
1550,0.008743133929808857,941
1960,0.008739341650182109,942
789,0.008730998530090031,943
1121,0.00872796463247249,944
1245,0.008726447676510544,945
262,0.00871810433347784,946
1330,0.00871279485825778,947
594,0.008709002340191863,948
1632,0.008705968304279605,949
115,0.008696866082092022,950
487,0.008682453879193343,951
898,0.008680178228866879,952
1705,0.00867790256781065,953
1390,0.008646042186398379,954
713,0.008644524972922129,955
2029,0.008624042124248088,956
1913,0.00861721431488768,957
660,0.008584591226179654,958
1743,0.008579280282174306,959
1134,0.008556518431911261,960
1709,0.008555759685090125,961
335,0.008544378339709563,962
1684,0.008542102038444164,963
668,0.00853375550867195,964
1435,0.008512509145585562,965
1965,0.008510232694103484,966
1785,0.00848822644326453,967
698,0.008479878982387357,968
1071,0.008473808011142527,969
1769,0.008470772496907412,970
323,0.008463942520134948,971
1850,0.008459389148637824,972
32,0.008452559010918917,973
758,0.008448764448237113,974
425,0.00844117523345882,975
567,0.008435862712178362,976
1608,0.008431309076013757,977
446,0.00840095040476289,978
1473,0.00838501133875474,979
1456,0.00837058982599866,980
652,0.008369071746988224,981
515,0.008349336285893247,982
1246,0.008342504592358755,983
1888,0.008331118221872684,984
764,0.008329600018873878,985
1582,0.008312899471147309,986
261,0.008309862945930113,987
1815,0.008309862945930113,988
776,0.008296957500950067,989
1884,0.008271904771250754,990
1983,0.008250646891552445,991
1399,0.008224832495344355,992
1440,0.008220276870597074,993
40,0.00820660973884092,994
1735,0.00818003365466453,995
400,0.008170921518176253,996
557,0.008159531106146244,997
1465,0.008158771735806676,998
2018,0.008139027688517183,999
1044,0.008131433609579818,1000
376,0.008131433609579818,1001
797,0.008110169554306998,1002
1878,0.008107891207233518,1003
1623,0.008106372303223551,1004
111,0.008104093938267134,1005
915,0.008101056101634498,1006
1415,0.008099537176165008,1007
1644,0.008088904564352632,1008
427,0.008078271718869868,1009
1094,0.008067638639716719,1010
67,0.008060043440115253,1011
763,0.0080524481212942,1012
224,0.008051688582855017,1013
399,0.008041814474655826,1014
37,0.008037257125993343,1015
1484,0.00802510398640025,1016
57,0.008022825238748964,1017
537,0.008020546480367916,1018
1926,0.008017508119169108,1019
143,0.008015988931416529,1020
1543,0.00800535448362254,1021
558,0.007964333710402722,1022
820,0.007959775632116379,1023
2026,0.007953698127638286,1024
1153,0.00794610113974304,1025
1021,0.007879242505516392,1026
1013,0.00787088452708742,1027
