bit_index,variance,variance_rank
1995,0.007864805906714012,1028
1651,0.0078632862396987,1029
950,0.007859487051296996,1030
1902,0.007824533119555577,1031
514,0.007798695983403824,1032
693,0.007798695983403824,1033
1745,0.0077956562297202625,1034
100,0.00778045717517545,1035
1118,0.00777133751354696,1036
1460,0.007768297588187195,1037
1836,0.007766777618354138,1038
1505,0.007748537608392347,1039
367,0.007747777593074824,1040
524,0.007738657316273274,1041
730,0.007721936362922518,1042
55,0.00771053538207629,1043
1997,0.007706734995517755,1044
1966,0.007702174492305049,1045
1203,0.007697613946173294,1046
1973,0.007696093754591808,1047
485,0.00769077304650244,1048
187,0.007680891576493866,1049
277,0.0076740504407682335,1050
1486,0.007657327258011236,1051
1088,0.007641363681648583,1052
1630,0.007640603498231446,1053
1551,0.007638322940826857,1054
1629,0.007613996327548237,1055
992,0.007612475873683664,1056
177,0.0076079144834772456,1057
306,0.0075949903114847705,1058
470,0.007588147963295958,1059
2008,0.0075866274283620675,1060
880,0.0075790246821608636,1061
620,0.0075790246821608636,1062
431,0.007572942399361798,1063
937,0.007572942399361798,1064
1889,0.007570661523640918,1065
887,0.0075668600402622,1066
447,0.007566099740009869,1067
176,0.0075592569840900745,1068
1942,0.007544050514087069,1069
841,0.007531884994732259,1070
707,0.007517438044093301,1071
1503,0.007513636143446035,1072
35,0.007509073823326853,1073
1661,0.007503751062276229,1074
65,0.007496907426515896,1075
278,0.007496147016581547,1076
1425,0.0074931053649221905,1077
2010,0.007481699001311694,1078
1555,0.007471052819926141,1079
1987,0.007468771464942528,1080
1443,0.007425423681598977,1081
901,0.00741249464544743,1082
1429,0.007410213015066576,1083
940,0.0074056497221155785,1084
1150,0.007383593201146365,1085
1853,0.007382072024811107,1086
1637,0.00737902965783424,1087
1166,0.007361535677540441,1088
1209,0.007354690035314492,1089
828,0.007347844296520678,1090
1981,0.0073448017149485584,1091
1292,0.00733415252922946,1092
710,0.007318178312518835,1093
430,0.007308289248222691,1094
2038,0.007306007127849341,1095
443,0.007293835637977709,1096
966,0.007287749778591091,1097
1352,0.007285467561649878,1098
1556,0.007277860094353104,1099
975,0.007276338586587399,1100
1538,0.0072550369771452695,1101
223,0.007253515397847814,1102
1649,0.0072512330199601596,1103
607,0.007226886988195517,1104
772,0.00722612615503164,1105
642,0.007218517757822102,1106
270,0.007210909241392978,1107
1898,0.007210148383192989,1108
1101,0.007210148383192989,1109
637,0.007207865801439845,1110
889,0.007204061474674022,1111
1461,0.007188843869561767,1112
1309,0.007188082976788098,1113
971,0.007172864870953584,1114
1239,0.007167538421248997,1115
1337,0.007157646288240731,1116
499,0.007152319671628724,1117
1178,0.007150036818054926,1118
1502,0.007129490653051427,1119
1108,0.0071272076921800025,1120
1423,0.007121119744066254,1121
1944,0.0071104656512690325,1122
1563,0.007108943618937153,1123
4,0.007099811324801424,1124
1342,0.007087634665568581,1125
271,0.007073935559119702,1126
1755,0.00706860802451689,1127
477,0.007062519342010496,1128
1506,0.007049580638342792,1129
1589,0.0070488195273972825,1130
1727,0.007029030224353279,1131
741,0.00701685179113301,1132
563,0.007011523630627377,1133
1792,0.007009240115384882,1134
1011,0.007003911871425538,1135
654,0.006989449200492088,1136
8,0.006975747325764443,1137
183,0.006967373767720089,1138
163,0.006914845431344951,1139
1524,0.006910277481676961,1140
853,0.0068996187655442276,1141
1257,0.0068935279656980025,1142
1290,0.006885152991324976,1143
1084,0.0068805847626831566,1144
942,0.006879062010264983,1145
196,0.006878300632267602,1146
671,0.006858504385874963,1147
332,0.006855458737975113,1148
82,0.0068539359068720135,1149
1313,0.006853174489532169,1150
1255,0.006846321679824763,1151
979,0.006844037388462769,1152
405,0.0068379458923741665,1153
1286,0.0068219553521179505,1154
1508,0.0068021568119404924,1155
289,0.006800633813929973,1156
148,0.006799872313136421,1157
1686,0.006794541774200063,1158
1006,0.006793018752345627,1159
956,0.006773980576799077,1160
1624,0.006761795753409045,1161
1871,0.006753418510287316,1162
599,0.0067518953596757275,1163
14,0.006750372204295356,1164
214,0.006725239452026125,1165
1296,0.006719908095243414,1166
821,0.006709245206425203,1167
920,0.006703152022187276,1168
792,0.006682586962071732,1169
510,0.00667573174889749,1170
548,0.006667353023876316,1171
1526,0.006666591314448489,1172
1924,0.006652880340882108,1173
1157,0.006652118608802559,1174
325,0.006644501222436304,1175
225,0.006633836681234643,1176
1293,0.006627742552777601,1177
410,0.0066201247849086734,1178
1918,0.006616315856266865,1179
338,0.006610983306096108,1180
439,0.006601079843650669,1181
916,0.006594985305078254,1182
154,0.006594223482391821,1183
876,0.006592699833442368,1184
1242,0.006575939380258672,1185
1067,0.006557654591420712,1186
98,0.006549273833705613,1187
890,0.006546988147474473,1188
812,0.006543178646578656,1189
2035,0.006539369115877942,1190
1085,0.006537083383151164,1191
192,0.006534035722824718,1192
1657,0.006527178417346757,1193
1958,0.006525654558570833,1194
1235,0.0065119396149922685,1195
48,0.006507367881294645,1196
165,0.006502796104677972,1197
76,0.006500510200274991,1198
1915,0.006498224285142248,1199
337,0.006492128458998315,1200
1321,0.006484508569020771,1201
1035,0.006460886152449924,1202
900,0.006454027816914748,1203
472,0.0064425970430942005,1204
779,0.0064395487914386115,1205
206,0.006430403922021045,1206
1975,0.006411351559343866,1207
1553,0.006408303112168158,1208
2027,0.0064029682837111294,1209
1252,0.006382390541016122,1210
2042,0.006382390541016122,1211
571,0.006382390541016122,1212
127,0.006376293265162034,1213
1234,0.006360287553021415,1214
1635,0.006351141195743426,1215
241,0.006341994666789235,1216
153,0.006340470228606127,1217
1144,0.006329799027798442,1218
1531,0.006323701093852244,1219
1470,0.006319127593320369,1220
416,0.006306931382075568,1221
1833,0.006300833162002367,1222
878,0.006300070879128335,1223
59,0.006298546309803684,1224
395,0.006291685688829061,1225
1176,0.006279488790879449,1226
509,0.006266529252397051,1227
2040,0.006265766915874206,1228
249,0.006261955215377043,1229
666,0.006258905833519788,1230
1953,0.006252044654597506,1231
1777,0.006242133892336872,1232
697,0.0062352724773598114,1233
401,0.00623146053842348,1234
1547,0.0062306981470596256,1235
1375,0.006223836571136125,1236
95,0.006212400396668372,1237
1711,0.0062070634234510065,1238
984,0.006194101959572308,1239
1312,0.006194101959572308,1240
794,0.006193339509790858,1241
1151,0.00618037768110023,1242
258,0.0061765653129733904,1243
845,0.0061765653129733904,1244
1714,0.006169702975236742,1245
2017,0.006165890523656193,1246
1284,0.006161315542417072,1247
1795,0.006130052021935706,1248
390,0.0061239515891470045,1249
295,0.006112513072014404,1250
1577,0.006107937590053025,1251
1690,0.006100311691408393,1252
635,0.006093448280695478,1253
943,0.006086584773414699,1254
2019,0.006086584773414699,1255
267,0.006075908014589956,1256
1558,0.006068281615223065,1257
1682,0.006057604455820516,1258
756,0.006054553795929308,1259
793,0.006053791127976017,1260
1215,0.006050740444240892,1261
1520,0.006049977770326622,1262
394,0.006045401701804884,1263
843,0.006044639019545242,1264
1177,0.006033961342729694,1265
808,0.006010317083938658,1266
146,0.006010317083938658,1267
1949,0.006008791608545161,1268
1159,0.0060049778991979885,1269
1501,0.005995062115408428,1270
282,0.005982857797231839,1271
849,0.005982095017212138,1272
583,0.005976755523692744,1273
150,0.005972941563984443,1274
1971,0.0059584482452722486,1275
1545,0.005956922607740115,1276
1541,0.005945480174244144,1277
1937,0.005945480174244144,1278
1510,0.005943191655355662,1279
1338,0.005937851736222348,1280
1974,0.005919542998554132,1281
342,0.00591801723941802,1282
476,0.005912677044887466,1283
299,0.005910388372205718,1284
1772,0.005908099688794209,1285
164,0.005892841525179098,1286
1617,0.005888263983103289,1287
788,0.005883686398108428,1288
185,0.005877582884685648,1289
1324,0.005876056994407994,1290
1525,0.005865375628938482,1291
1247,0.005864612665320619,1292
96,0.005862323767313856,1293
168,0.00586003485857733,1294
714,0.00586003485857733,1295
118,0.00586003485857733,1296
204,0.005858508913458667,1297
90,0.005854694029798583,1298
1756,0.005847827164102091,1299
1000,0.005836382173346019,1300
1454,0.005832567116817536,1301
265,0.005827225987605433,1302
83,0.005822647830356565,1303
1174,0.005821884799975734,1304
63,0.005816543553928438,1305
543,0.0058157805140100416,1306
21,0.005809676151743814,1307
2046,0.005804334772170583,1308
1393,0.0058035717131770526,1309
159,0.005802808652991326,1310
128,0.005791362607141926,1311
955,0.005791362607141926,1312
529,0.0057867841136938275,1313
1600,0.005768469710710926,1314
170,0.005758549122372085,1315
413,0.005753207183659,1316
217,0.005738707341251107,1317
574,0.005737944179728734,1318
1908,0.005734128354233927,1319
171,0.005726496613829623,1320
239,0.005725733433232115,1321
480,0.005718101561686268,1322
780,0.005715811976974695,1323
1882,0.00571352238153336,1324
1024,0.005695205231731217,1325
1187,0.005692915539722018,1326
457,0.005692152306667892,1327
847,0.005679940415663258,1328
298,0.0056700180294930735,1329
1669,0.0056700180294930735,1330
339,0.005667728219456485,1331
1043,0.005661622006902296,1332
1400,0.005657042297414429,1333
1813,0.005653225840055821,1334
1145,0.005652462545007512,1335
1767,0.005650172652709408,1336
1285,0.005644829528953648,1337
1922,0.005639486346780289,1338
924,0.005620403076425672,1339
106,0.005615059627200442,1340
11,0.005614296272542341,1341
1249,0.005611242841987976,1342
1615,0.005592921858083975,1343
1782,0.005592158468852194,1344
1540,0.005575363604127452,1345
1781,0.005557041275426532,1346
1796,0.005554750936054985,1347
1163,0.005553987487213411,1348
1351,0.005548643311940909,1349
329,0.005545589471271171,1350
1289,0.005545589471271171,1351
1132,0.005541772143609592,1352
296,0.005534137398871743,1353
596,0.005528793006619596,1354
1161,0.005515050015441438,1355
1886,0.0055142865046056795,1356
1418,0.005512759479357575,1357
1667,0.005505887806727412,1358
748,0.005502833699005803,1359
1851,0.005490617077368031,1360
1231,0.005487562874270754,1361
2020,0.005473818724278229,1362
579,0.005469237255109285,1363
27,0.005444802028019845,1364
1677,0.005441747538795563,1365
1254,0.005439456659359295,1366
597,0.00543640213675353,1367
68,0.005433347595072632,1368
1566,0.005426474806547151,1369
151,0.005426474806547151,1370
1458,0.005423420202872068,1371
516,0.005419601921453808,1372
1026,0.005414256277396017,1373
141,0.005402037443042745,1374
1353,0.005385999759785988,1375
565,0.005385236047469131,1376
846,0.005357741610059838,1377
1675,0.005347048911576564,1378
1647,0.005346285138457719,1379
663,0.005334828398611534,1380
1719,0.0053317732226824425,1381
1374,0.0053203161430604405,1382
533,0.0053157332361033005,1383
368,0.005295109623672921,1384
1901,0.005285943294730034,1385
445,0.005284415556548811,1386
870,0.005279832313392441,1387
1927,0.005275249027317021,1388
1010,0.005272957368184667,1389
912,0.00527066569832255,1390
1611,0.005266846224708438,1391
1583,0.005253859791479834,1392
105,0.0052462205521636275,1393
1427,0.005236289362819279,1394
1874,0.0052347614696525956,1395
2005,0.005229413806015033,1396
1395,0.0052255940105080416,1397
1229,0.005224066083959874,1398
604,0.005216426379687285,1399
1663,0.005214134445157689,1400
655,0.0052095505439092105,1401
858,0.005208022567288817,1402
330,0.005190450493397987,1403
422,0.005189686475878991,1404
1214,0.0051675294492229415,1405
627,0.005159888862725423,1406
1104,0.005159124797518594,1407
1192,0.005159124797518594,1408
1251,0.005156068524769319,1409
1829,0.005154540381241507,1410
2036,0.0051522481570083194,1411
774,0.005149955922045368,1412
455,0.005146135506596535,1413
438,0.005143843243020884,1414
398,0.005137730487695865,1415
0,0.005130089436241965,1416
208,0.005117863505938987,1417
1218,0.005115571110029597,1418
613,0.005110986286021528,1419
1402,0.005108693857922851,1420
1207,0.005078127124652044,1421
603,0.005077362931880259,1422
542,0.005072777750213435,1423
1671,0.0050643714723539466,1424
873,0.005055200822893295,1425
7,0.005052143901589478,1426
1790,0.005049086961210526,1427
372,0.005046794243408256,1428
1170,0.0050452657589124305,1429
1182,0.005043737269647821,1430
1172,0.005039916025622871,1431
1592,0.005029980651671085,1432
963,0.005026159300348507,1433
17,0.00502310219783092,1434
944,0.0050200450762382,1435
773,0.005010873597009236,1436
837,0.005004759182147591,1437
434,0.004998644690985414,1438
290,0.004986415479759454,1439
700,0.004980300759695671,1440
795,0.004979536414322817,1441
1036,0.004973421608420935,1442
287,0.004970364176857292,1443
1593,0.004967306726218517,1444
601,0.004962720514494479,1445
1706,0.00495278357518954,1446
268,0.004952019186897635,1447
643,0.004942846434403502,1448
1532,0.004941317625630405,1449
2000,0.00493902440352929,1450
839,0.004937495582834233,1451
862,0.0049313802523661765,1452
1226,0.004927558132077276,1453
1049,0.004926793704442906,1454
991,0.004926793704442906,1455
1634,0.004918384921779936,1456
1205,0.004903860321040803,1457
640,0.004900037986156649,1458
1135,0.00489927351560323,1459
576,0.0048946866672466074,1460
73,0.004892393226973651,1461
1679,0.0048855128417762085,1462
1493,0.004880925864662432,1463
580,0.004877867856075998,1464
615,0.004857225799183606,1465
1587,0.004855696723358638,1466
830,0.00485493218365786,1467
1638,0.004852638557402352,1468
720,0.004843463945082691,1469
1881,0.004840405702825871,1470
1896,0.004827407960427424,1471
1704,0.004826643376615399,1472
1923,0.004825114205414763,1473
1812,0.004818232875998206,1474
1042,0.004813645269405021,1475
273,0.00480752839385114,1476
1467,0.004804469927461499,1477
1618,0.004801411441996725,1478
681,0.004799117565380088,1479
1674,0.004799117565380088,1480
1426,0.0047784721929910335,1481
1546,0.004774648880506281,1482
1903,0.004773884214432743,1483
1016,0.004770825538216632,1484
1659,0.004769296192955402,1485
1012,0.004767766842925388,1486
181,0.004766237488126591,1487
1800,0.004759355332518309,1488
1764,0.004752473080342164,1489
1685,0.004750943677855533,1490
53,0.004736414116389463,1491
644,0.00472494310595894,1492
1327,0.004723413617634208,1493
1858,0.004722648871683548,1494
1658,0.004705824159143477,1495
1408,0.004702000280365695,1496
221,0.004700470720509211,1497
2037,0.004699705938792676,1498
320,0.004697411586489894,1499
1860,0.004684410054100837,1500
1116,0.004675232294384129,1501
467,0.004675232294384129,1502
219,0.004675232294384129,1503
198,0.004672173002994959,1504
1951,0.004660700490397664,1505
919,0.0046530519996416525,1506
2015,0.004652287144008974,1507
869,0.0046484628479626445,1508
859,0.004646933121198741,1509
349,0.004641579039970913,1510
616,0.004634695135411317,1511
731,0.004634695135411317,1512
659,0.004624751547230116,1513
784,0.004619397223986531,1514
948,0.004612513008263817,1515
1939,0.004607923477466529,1516
827,0.004604098835683403,1517
696,0.004597979346836216,1518
1315,0.00459415462756036,1519
1511,0.004584975179694327,1520
908,0.004582680290903413,1521
829,0.004581150359081823,1522
1053,0.00457885545240797,1523
22,0.0045627908052576485,1524
1165,0.004561260811441875,1525
1645,0.004550550721205526,1526
649,0.004548255671468171,1527
740,0.004541370457877531,1528
280,0.0045306599336818925,1529
142,0.004525304583957677,1530
518,0.0045222443578869604,1531
1106,0.00451765398301501,1532
895,0.004516888916363666,1533
1955,0.004516888916363666,1534
977,0.004515358779484391,1535
451,0.004502352423470918,1536
1304,0.004501587332975657,1537
1713,0.004488580612150255,1538
1204,0.004480929438953579,1539
1588,0.004480164315076834,1540
1605,0.004464861587180808,1541
1298,0.004457975204046037,1542
639,0.004455679721541589,1543
1612,0.004454149393910978,1544
1885,0.004453384228307378,1545
247,0.004438845855321774,1546
1434,0.0044365502834026365,1547
301,0.004434254700753736,1548
1698,0.004426602681098005,1549
960,0.004425072262860509,1550
1776,0.004424307051953466,1551
703,0.004422011412079165,1552
538,0.00442124619640334,1553
1392,0.004419715761475102,1554
464,0.0044181853217780806,1555
765,0.004409767818202457,1556
1039,0.004405941632525704,1557
380,0.004403645906813302,1558
226,0.004402115417044054,1559
47,0.004394462896666066,1560
200,0.004394462896666066,1561
343,0.004386810257068492,1562
1022,0.004382983892562362,1563
166,0.004381453338414538,1564
506,0.00437533107413541,1565
355,0.00437533107413541,1566
1213,0.00437380049614367,1567
1194,0.004370739325853839,1568
89,0.0043692087335557486,1569
1819,0.0043638516229582616,1570
1079,0.004344718608231754,1571
1124,0.004342422596392348,1572
72,0.00433859588614942,1573
686,0.004333238441737095,1574
968,0.004329411659962416,1575
608,0.0043278809389071735,1576
1941,0.0043271155765912585,1577
634,0.004325584848382841,1578
1596,0.004324054115405639,1579
1080,0.004317165757994541,1580
402,0.00430338875346875,1581
2047,0.004299561739215879,1582
1914,0.004297265516357807,1583
1310,0.004295734695158113,1584
1565,0.004293438454417103,1585
768,0.004285784241121006,1586
1373,0.004282722522421084,1587
676,0.004281191655917948,1588
1138,0.0042750681422175675,1589
1382,0.0042750681422175675,1590
180,0.0042697100051394534,1591
1650,0.004264351809643742,1592
999,0.0042574626153111545,1593
857,0.004253635243399529,1594
1444,0.004246745898850266,1595
359,0.004237559955901236,1596
189,0.004229139357385184,1597
1986,0.004226077285795289,1598
2007,0.004226077285795289,1599
1765,0.004222249669483514,1600
1666,0.0042176564905669215,1601
1189,0.0042161254213904905,1602
1528,0.004214594347445276,1603
868,0.004214594347445276,1604
1003,0.004189330938856132,1605
679,0.004186268619289501,1606
1346,0.004179378330521124,1607
1947,0.004177847142125106,1608
1554,0.004165597463280774,1609
1201,0.004164831848219338,1610
1699,0.004161003755029224,1611
591,0.004138800226774,1612
101,0.00412501822217881,1613
103,0.004121189819017773,1614
1935,0.004110470131604822,1615
952,0.0041074073208535004,1616
1968,0.004081372659308742,1617
1909,0.004076778164207929,1618
712,0.004073715143630138,1619
356,0.004072183626188067,1620
136,0.0040568681894842685,1621
1264,0.004046912899900789,1622
233,0.004046147100048997,1623
560,0.004039254847734051,1624
1379,0.004035425776943338,1625
382,0.004018577511382032,1626
1847,0.004015514128376702,1627
1646,0.0040116848727956315,1628
1319,0.004007089726755884,1629
1523,0.004006323864909908,1630
786,0.004004792137641367,1631
1962,0.0039994310546473035,1632
1077,0.003997899305919238,1633
493,0.003997133429766911,1634
1115,0.003993304031122339,1635
1519,0.003990240490747156,1636
415,0.003989474602672871,1637
1259,0.0039841133527713886,1638
1481,0.003983347455159537,1639
670,0.003979517949217338,1640
1639,0.003966497406073237,1641
814,0.003951944626592967,1642
495,0.003950412730032616,1643
1950,0.003947348922605562,1644
1364,0.003944285096103374,1645
682,0.003934327528233625,1646
1831,0.003917475800535567,1647
1466,0.003910581745620495,1648
1263,0.003906751673385267,1649
628,0.00390215554736053,1650
1340,0.003889132957216153,1651
1595,0.003883770614071076,1652
1945,0.0038807063917598666,1653
893,0.0038715136103754347,1654
1830,0.0038699814634539542,1655
1780,0.003865384994076812,1656
799,0.0038584902095378792,1657
1123,0.003853127532577964,1658
1485,0.0038477647972004515,1659
1515,0.0038447003507564217,1660
1322,0.0038408697658769775,1661
1130,0.003838571400642961,1662
669,0.0038347407680756826,1663
590,0.0038332085067034004,1664
1826,0.003831676240562335,1665
1552,0.0038293778324092675,1666
1169,0.0038293778324092675,1667
1462,0.0038232486915444706,1668
1702,0.003821716394406313,1669
618,0.0038148209982709082,1670
429,0.003804860811146873,1671
1633,0.0037994975500109905,1672
1066,0.0037949004225417385,1673
347,0.003788004650864641,1674
1561,0.0037680829902372467,1675
1421,0.0037673167564261645,1676
1227,0.0037657842852274123,1677
2025,0.003764251809259877,1678
1880,0.003763485569487816,1679
1746,0.003760420598477611,1680
1002,0.003758888105819334,1681
1668,0.0037397315452247673,1682
993,0.0037274709554040056,1683
1978,0.003721340546042823,1684
1929,0.00371674268894971,1685
986,0.003712911108586731,1686
1119,0.003712144788937547,1687
10,0.0037075468460063335,1688
1406,0.003705247858446082,1689
450,0.0037044815268749403,1690
1846,0.0037037151941116024,1691
630,0.0036983508313867533,1692
203,0.003696818145592748,1693
131,0.003694519107960271,1694
1419,0.003692986410244308,1695
254,0.0036860892115087762,1696
535,0.003684556487564504,1697
1805,0.003683023758851448,1698
1378,0.0036768927963113903,1699
1832,0.0036684625982343452,1700
19,0.0036562002344261565,1701
1811,0.0036332074796706667,1702
345,0.003621710699926822,1703
546,0.0036063812429998144,1704
1867,0.003603315294389012,1705
1167,0.003601015820412854,1706
1843,0.003599482831801102,1707
1437,0.003598716335706933,1708
532,0.0035948838373531474,1709
1701,0.0035841526834005013,1710
1920,0.003582619642332132,1711
1451,0.0035741878312141005,1712
20,0.0035718882213276147,1713
274,0.003569588600711367,1714
1803,0.003569588600711367,1715
1868,0.00356575587584037,1716
1200,0.003552724388338357,1717
1376,0.003549658105912716,1718
850,0.0035458252260562586,1719
133,0.003543525483836034,1720
1278,0.0035297268051896697,1721
626,0.0035036615805120715,1722
1492,0.003500594992884293,1723
826,0.0034990616919172283,1724
1734,0.0034959950756767496,1725
1708,0.0034959950756767496,1726
1190,0.0034936951009783336,1727
723,0.0034875617826592743,1728
426,0.0034722281530467883,1729
1407,0.0034469266216109132,1730
327,0.003436958995184767,1731
1491,0.003436192246345077,1732
174,0.0034323584842636894,1733
1183,0.0034223905633651683,1734
836,0.0034139560113888743,1735
749,0.003400920510955626,1736
1358,0.0033917187737959606,1737
1266,0.003384817358263704,1738
1179,0.0033840505283546964,1739
1597,0.0033817500314744973,1740
678,0.0033756153206706842,1741
770,0.0033748484764553263,1742
236,0.0033748484764553263,1743
238,0.003362578806870962,1744
1610,0.0033587444725355665,1745
874,0.003354143231990628,1746
606,0.0033495419485266398,1747
913,0.0033464744023733966,1748
1054,0.0033457075128545963,1749
2045,0.00334340683714502,1750
1931,0.00333880545353658,1751
1098,0.00333880545353658,1752
1046,0.0033296025575625474,1753
865,0.0033219333464426437,1754
787,0.003321166418773576,1755
1763,0.003320399489912312,1756
1728,0.0033180986961753468,1757
1721,0.003313497076512128,1758
1297,0.0033096623606740597,1759
1641,0.003291255309767176,1760
1477,0.0032866534397428286,1761
1517,0.003272847572155482,1762
702,0.0032697795491238987,1763
77,0.003269012540385513,1764
954,0.003267478519332155,1765
743,0.003262876427559379,1766
1196,0.0032613423874308873,1767
31,0.0032590413182966797,1768
1760,0.0032575072662462293,1769
139,0.0032521380465154828,1770
988,0.003251371010356593,1771
922,0.0032413994318011997,1772
1248,0.0032398653249097404,1773
389,0.0032352629756226604,1774
12,0.003231427651764708,1775
1741,0.0032291264431435866,1776
197,0.0032122505854015023,1777
18,0.003210716387903158,1778
1568,0.0032084150827141724,1779
1314,0.0032045795502219465,1780
1041,0.0032015111027686397,1781
536,0.0031969083958228047,1782
250,0.0031938399006816646,1783
1008,0.0031854014406873707,1784
1665,0.003183867159735317,1785
704,0.0031585508355333213,1786
766,0.003149344577566989,1787
553,0.003147042986250999,1788
1109,0.003120957534778591,1789
496,0.0031117505758010977,1790
1489,0.003107914292225485,1791
824,0.0031017761765103208,1792
468,0.0030994743634459028,1793
513,0.00309640526266927,1794
1191,0.0030910342904106225,1795
934,0.003090267003890604,1796
832,0.003089499716178389,1797
2024,0.0030887324272739786,1798
1972,0.0030864305534075726,1799
1283,0.0030848959648689884,1800
1569,0.0030825940731196446,1801
113,0.0030779902574316676,1802
1996,0.0030733863988246404,1803
156,0.0030703171359093722,1804
734,0.003068015176204864,1805
120,0.003065713205770594,1806
834,0.0030588072300892066,1807
903,0.003039623457624338,1808
593,0.0030380887236378606,1809
1585,0.0030235085129232528,1810
530,0.003019671543835026,1811
1355,0.0030150671415866905,1812
653,0.0030089278718259424,1813
1703,0.0030020211021421187,1814
842,0.0029966491034028432,1815
1228,0.0029697882334425154,1816
939,0.0029690207585555523,1817
2012,0.002967485805205038,1818
190,0.0029659508470857407,1819
1014,0.0029521360094168104,1820
562,0.0029521360094168104,1821
406,0.002949065993033764,1822
1864,0.0029444609326933187,1823
1579,0.0029444609326933187,1824
531,0.0029406233496242287,1825
1420,0.0029337156249915276,1826
970,0.0029268078037909626,1827
1900,0.0029206674372100317,1828
739,0.002896105207880963,1829
629,0.0028884292608544995,1830
2031,0.002884591242633924,1831
1899,0.0028830560270003223,1832
851,0.0028830560270003223,1833
584,0.002882288417395228,1834
554,0.00287998558142677,1835
610,0.002878450351486818,1836
107,0.002876915116778083,1837
1513,0.0028600272202422942,1838
796,0.002856188981465486,1839
505,0.0028531183689845144,1840
1069,0.0028492800765588925,1841
1188,0.002847744751243273,1842
418,0.002843138746683714,1843
1072,0.0028416034022929605,1844
1288,0.0028408357283092904,1845
326,0.002840068053133424,1846
2014,0.002839300376765362,1847
328,0.002835461977042114,1848
1890,0.0028323912358039897,1849
1906,0.0028231788976388165,1850
1620,0.0028201080801001583,1851
303,0.002818572664177654,1852
324,0.0028162695313524284,1853
1439,0.002805521436296737,1854
1383,0.002798611823225808,1855
864,0.00279784408247917,1856
266,0.0027863278282160976,1857
1688,0.0027832567817758355,1858
737,0.0027801857162604404,1859
691,0.0027786501763495675,1860
1879,0.0027755790822214716,1861
1799,0.002768669050689799,1862
914,0.002762526719370105,1863
1733,0.002753313079327062,1864
886,0.0027433314422152734,1865
1253,0.0027417957878535988,1866
1516,0.002740260128723141,1867
1559,0.0027341174445134754,1868
595,0.002731046073795942,1869
1287,0.002728742533239736,1870
264,0.0027126174489129364,1871
371,0.0027026349903782063,1872
1029,0.00268958070213054,1873
23,0.002680365702984227,1874
1173,0.002658095412953537,1875
760,0.0026542556064391844,1876
494,0.0026534876415597263,1877
442,0.002639664069863991,1878
1911,0.0026388960823328115,1879
435,0.0026381280936094366,1880
658,0.002637360103693865,1881
928,0.0026342881321096234,1882
1100,0.002632752139164327,1883
1388,0.0026227680687808063,1884
990,0.002622000055021318,1885
1411,0.0026173919474282775,1886
1186,0.0026143198518556667,1887
15,0.0026112477372079224,1888
1301,0.00260663952947043,1889
132,0.0026043354095070404,1890
1028,0.0025882062693299555,1891
1654,0.002585902063528464,1892
36,0.002584365920366491,1893
1030,0.002578989381745414,1894
810,0.0025743808735745675,1895
899,0.0025659318304577035,1896
155,0.0025620913086258404,1897
1500,0.002549801438474975,1898
479,0.0025482651832465916,1899
1335,0.0025482651832465916,1900
581,0.0025482651832465916,1901
160,0.0025305979053638745,1902
905,0.0025252207825668307,1903
1372,0.0025252207825668307,1904
56,0.002518307253132531,1905
1350,0.0025167709001440875,1906
1957,0.0025098572526823983,1907
383,0.0025067844894801107,1908
377,0.0024960296680554277,1909
1198,0.00249372503306343,1910
1211,0.002492956819015039,1911
1817,0.002492956819015039,1912
1076,0.0024883475096885805,1913
462,0.0024822016971570017,1914
1416,0.002481433465225673,1915
312,0.0024806652321021482,1916
907,0.0024668368320132157,1917
466,0.0024491666475570137,1918
1580,0.0024491666475570137,1919
1876,0.0024483983643612635,1920
522,0.002447630079973317,1921
973,0.0024453252196563035,1922
1361,0.0024338007571247954,1923
1202,0.002398457399377393,1924
459,0.0023953839447015115,1925
801,0.002390773726921814,1926
1786,0.002383089935246651,1927
300,0.002379247994701725,1928
1835,0.002377711210138384,1929
662,0.0023769428160684194,1930
1802,0.002375406024351903,1931
736,0.0023631115189435684,1932
806,0.0023631115189435684,1933
74,0.002353122008570379,1934
985,0.0023492798355472617,1935
1576,0.0023408269499831697,1936
1787,0.002339290046200243,1937
1299,0.0023377531376485333,1938
1916,0.0023377531376485333,1939
648,0.00233621622432804,1940
1311,0.0023354477658794996,1941
173,0.0023269946442606286,1942
473,0.0023262261715057382,1943
1985,0.002322383789848347,1944
1424,0.0023116249626456043,1945
906,0.0023108564660467967,1946
437,0.002287801013711496,1947
1712,0.0022731986722653035,1948
1111,0.002265513056530488,1949
344,0.0022647444883999294,1950
1063,0.002260901629864198,1951
52,0.0022547529942128436,1952
228,0.002240918285023467,1953
1139,0.0022316949309686292,1954
559,0.002230157688602081,1955
1433,0.002228620441466749,1956
1990,0.0022240086714480542,1957
598,0.0022232400389389194,1958
1807,0.002217090935946791,1959
123,0.0022163222927078937,1960
680,0.0022109417566541284,1961
822,0.002208635794748149,1962
1270,0.0021971058242718088,1963
541,0.002189419028263101,1964
1389,0.0021748137873965983,1965
276,0.002171738945004746,1966
336,0.0021586706520324173,1967
1662,0.0021586706520324173,1968
1930,0.0021563644469184836,1969
831,0.0021409894719538803,1970
633,0.0021371456537004887,1971
452,0.0021248452350007326,1972
